Indexcd,Trddt,Clsindex,Retindex
000002,20040204,1766.080,0.021741
000002,20040205,1774.687,0.004874
000002,20040206,1760.016,-0.008267
000002,20040209,1785.583,0.014527
000002,20040210,1772.340,-0.007417
000002,20040211,1758.509,-0.007804
000002,20040212,1743.613,-0.008471
000002,20040213,1738.084,-0.003171
000002,20040216,1778.353,0.023169
000002,20040217,1785.518,0.004029
000002,20040218,1799.390,0.007769
000002,20040219,1799.318,-0.000040
000002,20040220,1804.594,0.002932
000002,20040223,1762.089,-0.023554
000002,20040224,1762.685,0.000338
000002,20040225,1725.940,-0.020846
000002,20040226,1734.144,0.004753
000002,20040227,1755.426,0.012272
000002,20040301,1770.982,0.008862
000002,20040302,1768.402,-0.001457
000002,20040303,1741.647,-0.015129
000002,20040304,1749.273,0.004379
000002,20040305,1742.248,-0.004016
000002,20040308,1716.092,-0.015013
000002,20040309,1716.075,-0.000010
000002,20040310,1759.072,0.025055
000002,20040311,1773.326,0.008103
000002,20040312,1776.870,0.001999
000002,20040315,1820.409,0.024503
000002,20040316,1830.303,0.005435
000002,20040317,1829.787,-0.000282
000002,20040318,1800.490,-0.016011
000002,20040319,1832.808,0.017950
000002,20040322,1841.202,0.004580
000002,20040323,1826.337,-0.008074
000002,20040324,1824.710,-0.000891
000002,20040325,1820.937,-0.002068
000002,20040326,1818.434,-0.001375
000002,20040329,1803.307,-0.008319
000002,20040330,1808.218,0.002723
000002,20040331,1826.504,0.010113
000002,20040401,1843.906,0.009527
000002,20040402,1854.899,0.005962
000002,20040405,1852.610,-0.001234
000002,20040406,1864.131,0.006219
000002,20040407,1860.990,-0.001685
000002,20040408,1856.541,-0.002391
000002,20040409,1811.334,-0.024350
000002,20040412,1806.674,-0.002573
000002,20040413,1798.450,-0.004552
000002,20040414,1779.465,-0.010556
000002,20040415,1760.438,-0.010693
000002,20040416,1776.079,0.008885
000002,20040419,1757.002,-0.010741
000002,20040420,1750.469,-0.003718
000002,20040421,1731.639,-0.010757
000002,20040422,1738.182,0.003779
000002,20040423,1714.891,-0.013400
000002,20040426,1715.037,0.000085
000002,20040427,1690.162,-0.014504
